0.000,"Info","2023-09-23 10:07:46","Service 'ymaze_inLT' : Execution start"
0.000,"Info","Subject Identification","8"
0.000,"Info","Apparatus","139"
0.000,"Info","Unit ID","3A843F"
"TIME","","","ARENA","ACTION","ZONE"
30.904,"Info","Arena",1,"Enter_Zone",2
30.904,"Info","Arena",2,"Enter_Zone",1
30.904,"Info","Arena",3,"Enter_Zone",3
30.904,"Info","Arena",4,"Enter_Zone",1
30.904,"Info","Arena",5,"Enter_Zone",1
30.904,"Info","Arena",6,"Enter_Zone",1
30.904,"Info","Arena",7,"Enter_Zone",3
30.904,"Info","Arena",8,"Enter_Zone",2
31.571,"Info","Arena",2,"Exit_Zone",1
31.571,"Info","Arena",2,"Enter_Zone",4
31.704,"Info","Arena",3,"Exit_Zone",3
31.704,"Info","Arena",3,"Enter_Zone",4
31.838,"Info","Arena",3,"Exit_Zone",4
31.838,"Info","Arena",3,"Enter_Zone",1
32.071,"Info","Arena",2,"Exit_Zone",4
32.071,"Info","Arena",2,"Enter_Zone",3
32.271,"Info","Arena",4,"Exit_Zone",1
32.271,"Info","Arena",4,"Enter_Zone",4
32.371,"Info","Arena",7,"Exit_Zone",3
32.371,"Info","Arena",7,"Enter_Zone",4
32.438,"Info","Arena",4,"Exit_Zone",4
32.438,"Info","Arena",4,"Enter_Zone",3
32.804,"Info","Arena",1,"Exit_Zone",2
32.804,"Info","Arena",1,"Enter_Zone",4
32.804,"Info","Arena",7,"Exit_Zone",4
32.804,"Info","Arena",7,"Enter_Zone",2
33.104,"Info","Arena",1,"Exit_Zone",4
33.104,"Info","Arena",1,"Enter_Zone",3
33.204,"Info","Arena",6,"Exit_Zone",1
33.204,"Info","Arena",6,"Enter_Zone",4
33.271,"Info","Arena",6,"Exit_Zone",4
33.271,"Info","Arena",6,"Enter_Zone",2
34.571,"Info","Arena",7,"Exit_Zone",2
34.571,"Info","Arena",7,"Enter_Zone",4
34.871,"Info","Arena",3,"Exit_Zone",1
34.871,"Info","Arena",3,"Enter_Zone",4
34.971,"Info","Arena",3,"Exit_Zone",4
34.971,"Info","Arena",3,"Enter_Zone",2
35.271,"Info","Arena",7,"Exit_Zone",4
35.271,"Info","Arena",7,"Enter_Zone",3
35.337,"Info","Arena",6,"Exit_Zone",2
35.337,"Info","Arena",6,"Enter_Zone",4
35.437,"Info","Arena",2,"Exit_Zone",3
35.437,"Info","Arena",2,"Enter_Zone",4
35.437,"Info","Arena",6,"Exit_Zone",4
35.437,"Info","Arena",6,"Enter_Zone",1
35.704,"Info","Arena",2,"Exit_Zone",4
35.704,"Info","Arena",2,"Enter_Zone",2
36.437,"Info","Arena",1,"Exit_Zone",3
36.437,"Info","Arena",1,"Enter_Zone",4
36.904,"Info","Arena",1,"Exit_Zone",4
36.904,"Info","Arena",1,"Enter_Zone",2
36.971,"Info","Arena",4,"Exit_Zone",3
36.971,"Info","Arena",4,"Enter_Zone",4
37.043,"Info","Arena",4,"Exit_Zone",4
37.043,"Info","Arena",4,"Enter_Zone",1
37.937,"Info","Arena",3,"Exit_Zone",2
37.937,"Info","Arena",3,"Enter_Zone",4
37.971,"Info","Arena",7,"Exit_Zone",3
37.971,"Info","Arena",7,"Enter_Zone",4
38.304,"Info","Arena",3,"Exit_Zone",4
38.304,"Info","Arena",3,"Enter_Zone",1
38.704,"Info","Arena",7,"Exit_Zone",4
38.704,"Info","Arena",7,"Enter_Zone",2
38.937,"Info","Arena",5,"Exit_Zone",1
38.937,"Info","Arena",5,"Enter_Zone",4
39.170,"Info","Arena",5,"Exit_Zone",4
39.170,"Info","Arena",5,"Enter_Zone",3
39.604,"Info","Arena",6,"Exit_Zone",1
39.604,"Info","Arena",6,"Enter_Zone",4
39.870,"Info","Arena",6,"Exit_Zone",4
39.870,"Info","Arena",6,"Enter_Zone",3
40.470,"Info","Arena",3,"Exit_Zone",1
40.470,"Info","Arena",3,"Enter_Zone",4
40.504,"Info","Arena",3,"Exit_Zone",4
40.504,"Info","Arena",3,"Enter_Zone",2
41.170,"Info","Arena",4,"Exit_Zone",1
41.170,"Info","Arena",4,"Enter_Zone",4
41.204,"Info","Arena",2,"Exit_Zone",2
41.204,"Info","Arena",2,"Enter_Zone",4
41.370,"Info","Arena",4,"Exit_Zone",4
41.370,"Info","Arena",4,"Enter_Zone",2
41.403,"Info","Arena",5,"Exit_Zone",3
41.403,"Info","Arena",5,"Enter_Zone",4
41.604,"Info","Arena",2,"Exit_Zone",4
41.604,"Info","Arena",2,"Enter_Zone",3
41.637,"Info","Arena",7,"Exit_Zone",2
41.637,"Info","Arena",7,"Enter_Zone",4
41.837,"Info","Arena",5,"Exit_Zone",4
41.837,"Info","Arena",5,"Enter_Zone",1
41.970,"Info","Arena",7,"Exit_Zone",4
41.970,"Info","Arena",7,"Enter_Zone",1
42.737,"Info","Arena",1,"Exit_Zone",2
42.737,"Info","Arena",1,"Enter_Zone",4
42.737,"Info","Arena",6,"Exit_Zone",3
42.737,"Info","Arena",6,"Enter_Zone",4
42.937,"Info","Arena",6,"Exit_Zone",4
42.937,"Info","Arena",6,"Enter_Zone",1
42.970,"Info","Arena",1,"Exit_Zone",4
42.970,"Info","Arena",1,"Enter_Zone",3
43.237,"Info","Arena",4,"Exit_Zone",2
43.237,"Info","Arena",4,"Enter_Zone",4
43.470,"Info","Arena",4,"Exit_Zone",4
43.470,"Info","Arena",4,"Enter_Zone",1
45.170,"Info","Arena",7,"Exit_Zone",1
45.170,"Info","Arena",7,"Enter_Zone",4
45.270,"Info","Arena",7,"Exit_Zone",4
45.270,"Info","Arena",7,"Enter_Zone",2
45.903,"Info","Arena",6,"Exit_Zone",1
45.903,"Info","Arena",6,"Enter_Zone",4
45.970,"Info","Arena",1,"Exit_Zone",3
45.970,"Info","Arena",1,"Enter_Zone",4
