0.000,"Info","2023-09-23 11:16:37","Service 'ymaze_inLT' : Execution start"
0.000,"Info","Subject Identification","10"
0.000,"Info","Apparatus","139"
0.000,"Info","Unit ID","3A843F"
"TIME","","","ARENA","ACTION","ZONE"
30.944,"Info","Arena",1,"Enter_Zone",2
30.944,"Info","Arena",2,"Enter_Zone",3
30.944,"Info","Arena",3,"Enter_Zone",1
30.944,"Info","Arena",4,"Enter_Zone",2
30.944,"Info","Arena",5,"Enter_Zone",2
30.944,"Info","Arena",6,"Enter_Zone",3
30.944,"Info","Arena",7,"Enter_Zone",2
30.944,"Info","Arena",8,"Enter_Zone",2
31.278,"Info","Arena",2,"Exit_Zone",3
31.278,"Info","Arena",2,"Enter_Zone",4
31.278,"Info","Arena",4,"Exit_Zone",2
31.278,"Info","Arena",4,"Enter_Zone",4
31.378,"Info","Arena",2,"Exit_Zone",4
31.378,"Info","Arena",2,"Enter_Zone",2
31.578,"Info","Arena",4,"Exit_Zone",4
31.578,"Info","Arena",4,"Enter_Zone",3
31.878,"Info","Arena",8,"Exit_Zone",2
31.878,"Info","Arena",8,"Enter_Zone",4
32.344,"Info","Arena",8,"Exit_Zone",4
32.344,"Info","Arena",8,"Enter_Zone",1
34.111,"Info","Arena",1,"Exit_Zone",2
34.111,"Info","Arena",1,"Enter_Zone",4
35.080,"Info","Arena",1,"Exit_Zone",4
35.080,"Info","Arena",1,"Enter_Zone",3
35.910,"Info","Arena",4,"Exit_Zone",3
35.910,"Info","Arena",4,"Enter_Zone",4
36.177,"Info","Arena",4,"Exit_Zone",4
36.177,"Info","Arena",4,"Enter_Zone",2
36.220,"Info","Arena",2,"Exit_Zone",2
36.220,"Info","Arena",2,"Enter_Zone",4
36.744,"Info","Arena",6,"Exit_Zone",3
36.744,"Info","Arena",6,"Enter_Zone",4
37.410,"Info","Arena",2,"Exit_Zone",4
37.410,"Info","Arena",2,"Enter_Zone",3
37.710,"Info","Arena",2,"Exit_Zone",3
37.710,"Info","Arena",2,"Enter_Zone",4
37.844,"Info","Arena",6,"Exit_Zone",4
37.844,"Info","Arena",6,"Enter_Zone",1
37.844,"Info","Arena",8,"Exit_Zone",1
37.844,"Info","Arena",8,"Enter_Zone",4
37.877,"Info","Arena",8,"Exit_Zone",4
37.877,"Info","Arena",8,"Enter_Zone",1
37.910,"Info","Arena",8,"Exit_Zone",1
37.910,"Info","Arena",8,"Enter_Zone",4
38.077,"Info","Arena",2,"Exit_Zone",4
38.077,"Info","Arena",2,"Enter_Zone",3
38.177,"Info","Arena",8,"Exit_Zone",4
38.177,"Info","Arena",8,"Enter_Zone",3
38.910,"Info","Arena",2,"Exit_Zone",3
38.910,"Info","Arena",2,"Enter_Zone",2
38.944,"Info","Arena",2,"Exit_Zone",2
38.944,"Info","Arena",2,"Enter_Zone",3
39.077,"Info","Arena",8,"Exit_Zone",3
39.077,"Info","Arena",8,"Enter_Zone",4
39.410,"Info","Arena",8,"Exit_Zone",4
39.410,"Info","Arena",8,"Enter_Zone",1
39.677,"Info","Arena",1,"Exit_Zone",3
39.677,"Info","Arena",1,"Enter_Zone",4
40.043,"Info","Arena",1,"Exit_Zone",4
40.043,"Info","Arena",1,"Enter_Zone",1
40.610,"Info","Arena",6,"Exit_Zone",1
40.610,"Info","Arena",6,"Enter_Zone",4
40.710,"Info","Arena",2,"Exit_Zone",3
40.710,"Info","Arena",2,"Enter_Zone",4
40.943,"Info","Arena",2,"Exit_Zone",4
40.943,"Info","Arena",2,"Enter_Zone",1
41.077,"Info","Arena",6,"Exit_Zone",4
41.077,"Info","Arena",6,"Enter_Zone",2
41.377,"Info","Arena",8,"Exit_Zone",1
41.377,"Info","Arena",8,"Enter_Zone",4
43.776,"Info","Arena",7,"Exit_Zone",2
43.776,"Info","Arena",7,"Enter_Zone",4
44.476,"Info","Arena",7,"Exit_Zone",4
44.476,"Info","Arena",7,"Enter_Zone",3
44.510,"Info","Arena",7,"Exit_Zone",3
44.510,"Info","Arena",7,"Enter_Zone",4
44.543,"Info","Arena",7,"Exit_Zone",4
44.543,"Info","Arena",7,"Enter_Zone",3
44.776,"Info","Arena",8,"Exit_Zone",4
44.776,"Info","Arena",8,"Enter_Zone",1
45.410,"Info","Arena",2,"Exit_Zone",1
45.410,"Info","Arena",2,"Enter_Zone",4
45.643,"Info","Arena",6,"Exit_Zone",2
45.643,"Info","Arena",6,"Enter_Zone",4
45.743,"Info","Arena",2,"Exit_Zone",4
45.743,"Info","Arena",2,"Enter_Zone",3
46.043,"Info","Arena",6,"Exit_Zone",4
46.043,"Info","Arena",6,"Enter_Zone",1
47.976,"Info","Arena",2,"Exit_Zone",3
47.976,"Info","Arena",2,"Enter_Zone",4
48.176,"Info","Arena",2,"Exit_Zone",4
48.176,"Info","Arena",2,"Enter_Zone",1
48.843,"Info","Arena",6,"Exit_Zone",1
48.843,"Info","Arena",6,"Enter_Zone",4
49.309,"Info","Arena",6,"Exit_Zone",4
49.309,"Info","Arena",6,"Enter_Zone",3
51.309,"Info","Arena",2,"Exit_Zone",1
51.309,"Info","Arena",2,"Enter_Zone",4
51.343,"Info","Arena",2,"Exit_Zone",4
51.343,"Info","Arena",2,"Enter_Zone",2
53.076,"Info","Arena",2,"Exit_Zone",2
53.076,"Info","Arena",2,"Enter_Zone",4
53.276,"Info","Arena",2,"Exit_Zone",4
53.276,"Info","Arena",2,"Enter_Zone",1
53.442,"Info","Arena",7,"Exit_Zone",3
53.442,"Info","Arena",7,"Enter_Zone",4
54.042,"Info","Arena",7,"Exit_Zone",4
54.042,"Info","Arena",7,"Enter_Zone",2
54.242,"Info","Arena",6,"Exit_Zone",3
54.242,"Info","Arena",6,"Enter_Zone",4
54.609,"Info","Arena",6,"Exit_Zone",4
54.609,"Info","Arena",6,"Enter_Zone",1
55.342,"Info","Arena",6,"Exit_Zone",1
55.342,"Info","Arena",6,"Enter_Zone",4
55.509,"Info","Arena",6,"Exit_Zone",4
55.509,"Info","Arena",6,"Enter_Zone",3
55.909,"Info","Arena",8,"Exit_Zone",1
55.909,"Info","Arena",8,"Enter_Zone",4
56.209,"Info","Arena",7,"Exit_Zone",2
56.209,"Info","Arena",7,"Enter_Zone",4
56.275,"Info","Arena",8,"Exit_Zone",4
56.275,"Info","Arena",8,"Enter_Zone",2
56.442,"Info","Arena",7,"Exit_Zone",4
56.442,"Info","Arena",7,"Enter_Zone",2
57.309,"Info","Arena",7,"Exit_Zone",2
57.309,"Info","Arena",7,"Enter_Zone",4
58.175,"Info","Arena",7,"Exit_Zone",4
58.175,"Info","Arena",7,"Enter_Zone",3
58.309,"Info","Arena",8,"Exit_Zone",2
58.309,"Info","Arena",8,"Enter_Zone",4
58.642,"Info","Arena",8,"Exit_Zone",4
58.642,"Info","Arena",8,"Enter_Zone",1
59.475,"Info","Arena",2,"Exit_Zone",1
59.475,"Info","Arena",2,"Enter_Zone",4
59.642,"Info","Arena",6,"Exit_Zone",3
59.642,"Info","Arena",6,"Enter_Zone",4
59.675,"Info","Arena",2,"Exit_Zone",4
59.675,"Info","Arena",2,"Enter_Zone",2
59.708,"Info","Arena",6,"Exit_Zone",4
59.708,"Info","Arena",6,"Enter_Zone",1
59.808,"Info","Arena",6,"Exit_Zone",1
59.808,"Info","Arena",6,"Enter_Zone",4
60.008,"Info","Arena",6,"Exit_Zone",4
60.008,"Info","Arena",6,"Enter_Zone",2
60.942,"Info","Arena",2,"Exit_Zone",2
