0.000,"Info","2023-06-02 15:16:29","Service 'ymaze_inLT' : Execution start"
0.000,"Info","Subject Identification","7"
0.000,"Info","Apparatus","139"
0.000,"Info","Unit ID","3A843F"
"TIME","","","ARENA","ACTION","ZONE"
30.947,"Info","Arena",1,"Enter_Zone",1
30.947,"Info","Arena",2,"Enter_Zone",3
30.947,"Info","Arena",3,"Enter_Zone",2
30.947,"Info","Arena",4,"Enter_Zone",3
30.947,"Info","Arena",5,"Enter_Zone",2
30.947,"Info","Arena",6,"Enter_Zone",1
30.947,"Info","Arena",7,"Enter_Zone",2
30.947,"Info","Arena",8,"Enter_Zone",1
31.283,"Info","Arena",5,"Exit_Zone",2
31.283,"Info","Arena",5,"Enter_Zone",4
31.847,"Info","Arena",5,"Exit_Zone",4
31.847,"Info","Arena",5,"Enter_Zone",3
31.947,"Info","Arena",7,"Exit_Zone",2
31.947,"Info","Arena",7,"Enter_Zone",4
32.247,"Info","Arena",7,"Exit_Zone",4
32.247,"Info","Arena",7,"Enter_Zone",1
33.080,"Info","Arena",6,"Exit_Zone",1
33.080,"Info","Arena",6,"Enter_Zone",4
33.147,"Info","Arena",6,"Exit_Zone",4
33.147,"Info","Arena",6,"Enter_Zone",2
33.747,"Info","Arena",3,"Exit_Zone",2
33.747,"Info","Arena",3,"Enter_Zone",4
34.047,"Info","Arena",3,"Exit_Zone",4
34.047,"Info","Arena",3,"Enter_Zone",1
34.580,"Info","Arena",4,"Exit_Zone",3
34.580,"Info","Arena",4,"Enter_Zone",4
34.714,"Info","Arena",5,"Exit_Zone",3
34.714,"Info","Arena",5,"Enter_Zone",4
35.014,"Info","Arena",4,"Exit_Zone",4
35.014,"Info","Arena",4,"Enter_Zone",2
35.214,"Info","Arena",6,"Exit_Zone",2
35.214,"Info","Arena",6,"Enter_Zone",4
35.247,"Info","Arena",6,"Exit_Zone",4
35.247,"Info","Arena",6,"Enter_Zone",1
35.314,"Info","Arena",5,"Exit_Zone",4
35.314,"Info","Arena",5,"Enter_Zone",1
36.447,"Info","Arena",6,"Exit_Zone",1
36.447,"Info","Arena",6,"Enter_Zone",4
36.580,"Info","Arena",6,"Exit_Zone",4
36.580,"Info","Arena",6,"Enter_Zone",3
37.147,"Info","Arena",3,"Exit_Zone",1
37.147,"Info","Arena",3,"Enter_Zone",4
37.283,"Info","Arena",3,"Exit_Zone",4
37.283,"Info","Arena",3,"Enter_Zone",3
37.580,"Info","Arena",7,"Exit_Zone",1
37.580,"Info","Arena",7,"Enter_Zone",4
37.713,"Info","Arena",5,"Exit_Zone",1
37.713,"Info","Arena",5,"Enter_Zone",4
37.913,"Info","Arena",5,"Exit_Zone",4
37.913,"Info","Arena",5,"Enter_Zone",3
38.147,"Info","Arena",7,"Exit_Zone",4
38.147,"Info","Arena",7,"Enter_Zone",3
39.746,"Info","Arena",4,"Exit_Zone",2
39.746,"Info","Arena",4,"Enter_Zone",4
39.880,"Info","Arena",4,"Exit_Zone",4
39.880,"Info","Arena",4,"Enter_Zone",1
40.180,"Info","Arena",5,"Exit_Zone",3
40.180,"Info","Arena",5,"Enter_Zone",4
40.213,"Info","Arena",3,"Exit_Zone",3
40.213,"Info","Arena",3,"Enter_Zone",4
40.546,"Info","Arena",3,"Exit_Zone",4
40.546,"Info","Arena",3,"Enter_Zone",2
40.913,"Info","Arena",5,"Exit_Zone",4
40.913,"Info","Arena",5,"Enter_Zone",1
41.813,"Info","Arena",6,"Exit_Zone",3
41.813,"Info","Arena",6,"Enter_Zone",4
42.713,"Info","Arena",6,"Exit_Zone",4
42.713,"Info","Arena",6,"Enter_Zone",1
44.213,"Info","Arena",3,"Exit_Zone",2
44.213,"Info","Arena",3,"Enter_Zone",4
44.379,"Info","Arena",3,"Exit_Zone",4
44.379,"Info","Arena",3,"Enter_Zone",3
45.213,"Info","Arena",5,"Exit_Zone",1
45.213,"Info","Arena",5,"Enter_Zone",4
45.346,"Info","Arena",7,"Exit_Zone",3
45.346,"Info","Arena",7,"Enter_Zone",4
45.946,"Info","Arena",5,"Exit_Zone",4
45.946,"Info","Arena",5,"Enter_Zone",3
46.046,"Info","Arena",3,"Exit_Zone",3
46.046,"Info","Arena",3,"Enter_Zone",4
46.079,"Info","Arena",7,"Exit_Zone",4
46.079,"Info","Arena",7,"Enter_Zone",2
46.313,"Info","Arena",3,"Exit_Zone",4
46.313,"Info","Arena",3,"Enter_Zone",1
47.179,"Info","Arena",4,"Exit_Zone",1
47.179,"Info","Arena",4,"Enter_Zone",4
47.313,"Info","Arena",4,"Exit_Zone",4
47.313,"Info","Arena",4,"Enter_Zone",2
47.979,"Info","Arena",6,"Exit_Zone",1
47.979,"Info","Arena",6,"Enter_Zone",4
48.113,"Info","Arena",6,"Exit_Zone",4
48.113,"Info","Arena",6,"Enter_Zone",3
48.712,"Info","Arena",5,"Exit_Zone",3
48.712,"Info","Arena",5,"Enter_Zone",4
48.746,"Info","Arena",3,"Exit_Zone",1
48.746,"Info","Arena",3,"Enter_Zone",4
48.979,"Info","Arena",3,"Exit_Zone",4
48.979,"Info","Arena",3,"Enter_Zone",3
49.512,"Info","Arena",5,"Exit_Zone",4
49.512,"Info","Arena",5,"Enter_Zone",1
50.346,"Info","Arena",7,"Exit_Zone",2
50.346,"Info","Arena",7,"Enter_Zone",4
50.379,"Info","Arena",6,"Exit_Zone",3
50.379,"Info","Arena",6,"Enter_Zone",4
50.479,"Info","Arena",7,"Exit_Zone",4
50.479,"Info","Arena",7,"Enter_Zone",1
50.612,"Info","Arena",6,"Exit_Zone",4
50.612,"Info","Arena",6,"Enter_Zone",1
51.845,"Info","Arena",5,"Exit_Zone",1
51.845,"Info","Arena",5,"Enter_Zone",4
52.045,"Info","Arena",4,"Exit_Zone",2
52.045,"Info","Arena",4,"Enter_Zone",4
52.045,"Info","Arena",6,"Exit_Zone",1
52.045,"Info","Arena",6,"Enter_Zone",4
52.079,"Info","Arena",4,"Exit_Zone",4
52.079,"Info","Arena",4,"Enter_Zone",1
52.345,"Info","Arena",5,"Exit_Zone",4
52.345,"Info","Arena",5,"Enter_Zone",2
52.345,"Info","Arena",6,"Exit_Zone",4
52.345,"Info","Arena",6,"Enter_Zone",2
52.645,"Info","Arena",3,"Exit_Zone",3
52.645,"Info","Arena",3,"Enter_Zone",4
52.945,"Info","Arena",3,"Exit_Zone",4
52.945,"Info","Arena",3,"Enter_Zone",1
53.045,"Info","Arena",7,"Exit_Zone",1
53.045,"Info","Arena",7,"Enter_Zone",4
53.112,"Info","Arena",7,"Exit_Zone",4
53.112,"Info","Arena",7,"Enter_Zone",2
53.979,"Info","Arena",2,"Exit_Zone",3
53.979,"Info","Arena",2,"Enter_Zone",4
54.179,"Info","Arena",7,"Exit_Zone",2
54.179,"Info","Arena",7,"Enter_Zone",4
54.312,"Info","Arena",7,"Exit_Zone",4
54.312,"Info","Arena",7,"Enter_Zone",1
54.379,"Info","Arena",2,"Exit_Zone",4
54.379,"Info","Arena",2,"Enter_Zone",2
55.179,"Info","Arena",6,"Exit_Zone",2
55.179,"Info","Arena",6,"Enter_Zone",4
55.478,"Info","Arena",6,"Exit_Zone",4
55.478,"Info","Arena",6,"Enter_Zone",3
55.512,"Info","Arena",5,"Exit_Zone",2
55.512,"Info","Arena",5,"Enter_Zone",4
55.645,"Info","Arena",4,"Exit_Zone",1
55.645,"Info","Arena",4,"Enter_Zone",4
55.778,"Info","Arena",4,"Exit_Zone",4
55.778,"Info","Arena",4,"Enter_Zone",2
56.078,"Info","Arena",5,"Exit_Zone",4
56.078,"Info","Arena",5,"Enter_Zone",3
56.578,"Info","Arena",3,"Exit_Zone",1
56.578,"Info","Arena",3,"Enter_Zone",4
56.878,"Info","Arena",3,"Exit_Zone",4
56.878,"Info","Arena",3,"Enter_Zone",2
57.845,"Info","Arena",5,"Exit_Zone",3
57.845,"Info","Arena",5,"Enter_Zone",4
58.545,"Info","Arena",2,"Exit_Zone",2
58.545,"Info","Arena",2,"Enter_Zone",4
58.812,"Info","Arena",2,"Exit_Zone",4
